id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,county,state,lat,long,posting_date
7222695916,https://prescott.craigslist.org/cto/d/prescott-2010-ford-ranger/7222695916.html,prescott,https://prescott.craigslist.org,6000,,,,,,,,,,,,,,,,,,az,,,
7218891961,https://fayar.craigslist.org/ctd/d/bentonville-2017-hyundai-elantra-se/7218891961.html,fayetteville,https://fayar.craigslist.org,11900,,,,,,,,,,,,,,,,,,ar,,,
7221797935,https://keys.craigslist.org/cto/d/summerland-key-2005-excursion/7221797935.html,florida keys,https://keys.craigslist.org,21000,,,,,,,,,,,,,,,,,,fl,,,
7222270760,https://worcester.craigslist.org/cto/d/west-brookfield-2002-honda-odyssey-ex/7222270760.html,worcester / central MA,https://worcester.craigslist.org,1500,,,,,,,,,,,,,,,,,,ma,,,
7210384030,https://greensboro.craigslist.org/cto/d/trinity-1965-chevrolet-truck/7210384030.html,greensboro,https://greensboro.craigslist.org,4900,,,,,,,,,,,,,,,,,,nc,,,
7222379453,https://hudsonvalley.craigslist.org/cto/d/westtown-2007-ford-150/7222379453.html,hudson valley,https://hudsonvalley.craigslist.org,1600,,,,,,,,,,,,,,,,,,ny,,,
7221952215,https://hudsonvalley.craigslist.org/cto/d/westtown-silverado-2000/7221952215.html,hudson valley,https://hudsonvalley.craigslist.org,1000,,,,,,,,,,,,,,,,,,ny,,,
7220195662,https://hudsonvalley.craigslist.org/cto/d/poughquag-2015-acura-rdx-warranty/7220195662.html,hudson valley,https://hudsonvalley.craigslist.org,15995,,,,,,,,,,,,,,,,,,ny,,,
7209064557,https://medford.craigslist.org/cto/d/grants-pass-two-2002-bmw-tii/7209064557.html,medford-ashland,https://medford.craigslist.org,5000,,,,,,,,,,,,,,,,,,or,,,
7219485069,https://erie.craigslist.org/cto/d/erie-2012-suzuki-sx4/7219485069.html,erie,https://erie.craigslist.org,3000,,,,,,,,,,,,,,,,,,pa,,,
7218893038,https://elpaso.craigslist.org/ctd/d/el-paso-2011-chevy-chevrolet-malibu-ls/7218893038.html,el paso,https://elpaso.craigslist.org,0,,,,,,,,,,,,,,,,,,tx,,,
7218325704,https://elpaso.craigslist.org/ctd/d/el-paso-2017-ford-fusion-platinum-sedan/7218325704.html,el paso,https://elpaso.craigslist.org,0,,,,,,,,,,,,,,,,,,tx,,,
7217788283,https://elpaso.craigslist.org/ctd/d/el-paso-2013-ford-focus-se-sedan/7217788283.html,el paso,https://elpaso.craigslist.org,0,,,,,,,,,,,,,,,,,,tx,,,
7217147606,https://elpaso.craigslist.org/ctd/d/el-paso-2019-toyota-4runner-limited/7217147606.html,el paso,https://elpaso.craigslist.org,0,,,,,,,,,,,,,,,,,,tx,,,
7209027818,https://elpaso.craigslist.org/ctd/d/el-paso-2012-buick-enclave-convenience/7209027818.html,el paso,https://elpaso.craigslist.org,0,,,,,,,,,,,,,,,,,,tx,,,
7223509794,https://bellingham.craigslist.org/ctd/d/bellingham-2007-mercedes-benz-slk-slk/7223509794.html,bellingham,https://bellingham.craigslist.org,13995,,,,,,,,,,,,,,,,,,wa,,,
7222753076,https://bellingham.craigslist.org/ctd/d/bellingham-2015-mercedes-benz-class-400/7222753076.html,bellingham,https://bellingham.craigslist.org,24999,,,,,,,,,,,,,,,,,,wa,,,
7222206015,https://bellingham.craigslist.org/ctd/d/bellingham-2016-bmw-x1-xdrive28i/7222206015.html,bellingham,https://bellingham.craigslist.org,21850,,,,,,,,,,,,,,,,,,wa,,,
7220030122,https://bellingham.craigslist.org/ctd/d/bellingham-2017-bmw-x3-xdrive28i/7220030122.html,bellingham,https://bellingham.craigslist.org,26850,,,,,,,,,,,,,,,,,,wa,,,
7218423006,https://bellingham.craigslist.org/ctd/d/bellingham-2011-mercedes-benz-class-300/7218423006.html,bellingham,https://bellingham.craigslist.org,11999,,,,,,,,,,,,,,,,,,wa,,,
7216672204,https://bellingham.craigslist.org/ctd/d/bellingham-2015-mercedes-benz-class-400/7216672204.html,bellingham,https://bellingham.craigslist.org,24999,,,,,,,,,,,,,,,,,,wa,,,
7215617048,https://bellingham.craigslist.org/ctd/d/bellingham-2016-bmw-x1-xdrive28i/7215617048.html,bellingham,https://bellingham.craigslist.org,21850,,,,,,,,,,,,,,,,,,wa,,,
7213839225,https://bellingham.craigslist.org/ctd/d/bellingham-2017-bmw-x3-xdrive28i/7213839225.html,bellingham,https://bellingham.craigslist.org,26850,,,,,,,,,,,,,,,,,,wa,,,
7208549803,https://bellingham.craigslist.org/ctd/d/bellingham-2011-mercedes-benz-class-300/7208549803.html,bellingham,https://bellingham.craigslist.org,11999,,,,,,,,,,,,,,,,,,wa,,,
7213843538,https://skagit.craigslist.org/ctd/d/bellingham-2015-mercedes-benz-class-400/7213843538.html,skagit / island / SJI,https://skagit.craigslist.org,24999,,,,,,,,,,,,,,,,,,wa,,,
7212631321,https://skagit.craigslist.org/ctd/d/bellingham-2016-bmw-x1-xdrive28i/7212631321.html,skagit / island / SJI,https://skagit.craigslist.org,21850,,,,,,,,,,,,,,,,,,wa,,,
7219973522,https://lacrosse.craigslist.org/cto/d/la-crosse-01-pontiac-sunfire/7219973522.html,la crosse,https://lacrosse.craigslist.org,500,,,,,,,,,,,,,,,,,,wi,,,
7316814884,https://auburn.craigslist.org/ctd/d/auburn-university-2014-gmc-sierra-1500/7316814884.html,auburn,https://auburn.craigslist.org,33590,2014,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923,clean,other,3GTP1VEC4EG551563,,,pickup,white,http
7316814758,https://auburn.craigslist.org/ctd/d/auburn-university-2010-chevy-chevrolet/7316814758.html,auburn,https://auburn.craigslist.org,22590,2010,chevrolet,silverado 1500,good,8 cylinders,gas,71229,clean,other,1GCSCSE06AZ123805,,,pickup,blue,https://i
7316814989,https://auburn.craigslist.org/ctd/d/auburn-university-2020-chevy-chevrolet/7316814989.html,auburn,https://auburn.craigslist.org,39590,2020,chevrolet,silverado 1500 crew,good,8 cylinders,gas,19160,clean,other,3GCPWCED5LG130317,,,pickup,red,https
7316743432,https://auburn.craigslist.org/ctd/d/auburn-university-2017-toyota-tundra/7316743432.html,auburn,https://auburn.craigslist.org,30990,2017,toyota,tundra double cab sr,good,8 cylinders,gas,41124,clean,other,5TFRM5F17HX120972,,,pickup,red,https://i
7316356412,https://auburn.craigslist.org/cto/d/auburn-university-2013-150/7316356412.html,auburn,https://auburn.craigslist.org,15000,2013,ford,f-150 xlt,excellent,6 cylinders,gas,128000,clean,automatic,,rwd,full-size,truck,black,https://images.craigslist.
7316343444,https://auburn.craigslist.org/ctd/d/auburn-university-2012-gmc-sierra-2500/7316343444.html,auburn,https://auburn.craigslist.org,27990,2012,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696,clean,other,1GT220CG8CZ231238,4wd,,pickup,blac
7316304717,https://auburn.craigslist.org/ctd/d/auburn-university-2016-chevy-chevrolet/7316304717.html,auburn,https://auburn.craigslist.org,34590,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499,clean,other,1GCVKREH6GZ228691,4wd,,pickup,silv
7316285779,https://auburn.craigslist.org/cto/d/auburn-2019-tacoma-trd-offroad/7316285779.html,auburn,https://auburn.craigslist.org,35000,2019,toyota,tacoma,excellent,6 cylinders,gas,43000,clean,automatic,,4wd,,truck,grey,https://images.craigslist.org/0010
7316257769,https://auburn.craigslist.org/ctd/d/auburn-university-2016-chevy-chevrolet/7316257769.html,auburn,https://auburn.craigslist.org,29990,2016,chevrolet,colorado extended cab,good,6 cylinders,gas,17302,clean,other,1GCHTCE37G1186784,4wd,,pickup,red,
7316133914,https://auburn.craigslist.org/ctd/d/auburn-university-2011-chevy-chevrolet/7316133914.html,auburn,https://auburn.craigslist.org,38590,2011,chevrolet,corvette grand sport,good,8 cylinders,gas,30237,clean,other,1G1YR3DW3B5102190,rwd,,other,red,ht
7316130053,https://auburn.craigslist.org/cto/d/opelika-1992-jeep-cherokee/7316130053.html,auburn,https://auburn.craigslist.org,4500,1992,jeep,cherokee,excellent,6 cylinders,gas,192000,clean,automatic,,4wd,,,,https://images.craigslist.org/01010_7EM2aot64Gn
7315816316,https://auburn.craigslist.org/ctd/d/auburn-university-2017-jeep-wrangler/7315816316.html,auburn,https://auburn.craigslist.org,32990,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,30041,clean,other,1C4BJWDG5HL705371,4wd,,other,silver,ht
7315770394,https://auburn.craigslist.org/ctd/d/auburn-university-2017-chevy-chevrolet/7315770394.html,auburn,https://auburn.craigslist.org,24590,2017,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784,clean,other,1GCNCNEH7HZ118773,,,pickup,white,
7315756348,https://auburn.craigslist.org/ctd/d/auburn-university-2016-chevy-chevrolet/7315756348.html,auburn,https://auburn.craigslist.org,30990,2016,chevrolet,colorado crew cab z71,good,,other,34940,clean,other,1GCGTDE32G1341288,4wd,,pickup,blue,https://
7315715960,https://auburn.craigslist.org/ctd/d/auburn-university-2014-toyota-tacoma/7315715960.html,auburn,https://auburn.craigslist.org,27990,2014,toyota,tacoma access cab pickup,good,,other,17805,clean,other,5TFTX4CN3EX042751,,,pickup,red,https://images
7315379459,https://auburn.craigslist.org/ctd/d/auburn-university-2016-chevy-chevrolet/7315379459.html,auburn,https://auburn.craigslist.org,37990,2016,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,9704,clean,other,1G1FF1R79G0140582,rwd,,coupe,red,https
7315275975,https://auburn.craigslist.org/ctd/d/auburn-university-2014-toyota-tundra/7315275975.html,auburn,https://auburn.craigslist.org,33590,2014,toyota,tundra crewmax sr5 pickup,good,,other,55251,clean,other,5TFEY5F15EX169621,,,pickup,red,https://image
7315275942,https://auburn.craigslist.org/ctd/d/auburn-university-2019-ford-ranger/7315275942.html,auburn,https://auburn.craigslist.org,30990,2019,ford,ranger supercrew xl pickup,good,,other,1834,clean,other,1FTER4EH3KLA31326,,,pickup,black,https://images.
7315270785,https://auburn.craigslist.org/ctd/d/auburn-university-2018-nissan-frontier/7315270785.html,auburn,https://auburn.craigslist.org,27990,2018,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,37332,clean,other,1N6AD0EV5JN745213,4wd,,pickup,silv
7315039307,https://auburn.craigslist.org/ctd/d/auburn-999-sign-drive-2011-jeep-compass/7315039307.html,auburn,https://auburn.craigslist.org,0,2011,jeep,compass,excellent,,gas,99615,clean,automatic,,,full-size,SUV,,https://images.craigslist.org/00R0R_5Jaj1
